FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,IS_DELAYED,DAY_OF_WEEK,MONTH,YEAR,DEP_HOUR,DEP_MINUTE,AIRLINE_NUM,MAJOR_ORIGIN,MAJOR_DEST,DISTANCE_CAT
2021-07-12T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1957,DFW,"Dallas/Fort Worth, TX",SAT,"San Antonio, TX",1030,1035.0,5.0,27.0,1102.0,1200.0,4.0,1138,1204.0,26.0,0.0,B,0.0,68.0,89.0,58.0,247.0,5.0,0.0,21.0,0.0,0.0,1,0,7,2021,10,30,4,1,0,0
2021-01-23T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,6207,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",1010,1005.0,-5.0,13.0,1018.0,1024.0,3.0,1035,1027.0,-8.0,0.0,B,0.0,85.0,82.0,66.0,368.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,1,2021,10,10,3,1,1,0
2019-01-26T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,726,CLT,"Charlotte, NC",MDT,"Harrisburg, PA",1140,1135.0,-5.0,26.0,1201.0,1259.0,7.0,1310,1306.0,-4.0,0.0,B,0.0,90.0,91.0,58.0,413.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,1,2019,11,40,4,1,0,0
2021-05-04T00:00:00.000000000Z,JetBlue Airways,JetBlue Airways: B6,B6,20409,2751,BOS,"Boston, MA",MCO,"Orlando, FL",800,751.0,-9.0,13.0,804.0,1035.0,10.0,1114,1045.0,-29.0,0.0,B,0.0,194.0,174.0,151.0,1121.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,1,5,2021,8,0,7,1,1,2
2022-01-10T00:00:00.000000000Z,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5855,MAF,"Midland/Odessa, TX",PHX,"Phoenix, AZ",625,617.0,-8.0,9.0,626.0,657.0,3.0,723,700.0,-23.0,0.0,B,0.0,118.0,103.0,91.0,581.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,1,2022,6,25,15,0,1,1
2022-10-06T00:00:00.000000000Z,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,675,LAS,"Las Vegas, NV",SEA,"Seattle, WA",2035,2031.0,-4.0,14.0,2045.0,2243.0,9.0,2326,2252.0,-34.0,0.0,B,0.0,171.0,141.0,118.0,867.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,3,10,2022,20,35,6,1,1,1
2020-01-06T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1291,RDU,"Raleigh/Durham, NC",TPA,"Tampa, FL",600,555.0,-5.0,14.0,609.0,733.0,5.0,750,738.0,-12.0,0.0,B,0.0,110.0,103.0,84.0,587.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,1,2020,6,0,3,0,1,1
2020-12-25T00:00:00.000000000Z,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,981,CLT,"Charlotte, NC",FLL,"Fort Lauderdale, FL",1833,1831.0,-2.0,12.0,1843.0,2026.0,11.0,2043,2037.0,-6.0,0.0,B,0.0,130.0,126.0,103.0,632.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,4,12,2020,18,33,2,1,1,1
2019-08-16T00:00:00.000000000Z,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,2998,DTW,"Detroit, MI",ORD,"Chicago, IL",1030,1041.0,11.0,16.0,1057.0,1052.0,17.0,1054,1109.0,15.0,0.0,B,0.0,84.0,88.0,55.0,235.0,1.0,0.0,4.0,0.0,10.0,0,4,8,2019,10,30,11,1,1,0
2021-11-21T00:00:00.000000000Z,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5766,PHX,"Phoenix, AZ",IAH,"Houston, TX",940,1102.0,82.0,17.0,1119.0,1433.0,10.0,1314,1443.0,89.0,0.0,B,0.0,154.0,161.0,134.0,1009.0,3.0,0.0,7.0,0.0,79.0,1,6,11,2021,9,40,15,1,1,2
2020-09-12T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2529,ATL,"Atlanta, GA",IND,"Indianapolis, IN",1754,1750.0,-4.0,12.0,1802.0,1904.0,6.0,1920,1910.0,-10.0,0.0,B,0.0,86.0,80.0,62.0,432.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,9,2020,17,54,1,1,0,0
2023-06-18T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1321,MCO,"Orlando, FL",DTW,"Detroit, MI",605,601.0,-4.0,11.0,612.0,822.0,15.0,846,837.0,-9.0,0.0,B,0.0,161.0,156.0,130.0,957.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,6,6,2023,6,5,1,1,1,1
2023-04-22T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2638,ORF,"Norfolk, VA",DFW,"Dallas/Fort Worth, TX",1707,1706.0,-1.0,15.0,1721.0,1920.0,13.0,1941,1933.0,-8.0,0.0,B,0.0,214.0,207.0,179.0,1212.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,4,2023,17,7,4,0,1,2
2020-03-11T00:00:00.000000000Z,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4385,MEM,"Memphis, TN",IAH,"Houston, TX",655,647.0,-8.0,17.0,704.0,821.0,8.0,853,829.0,-24.0,0.0,B,0.0,118.0,102.0,77.0,468.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,2,3,2020,6,55,10,0,1,0
2022-03-16T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1870,DFW,"Dallas/Fort Worth, TX",EGE,"Eagle, CO",1230,1627.0,237.0,12.0,1639.0,1729.0,4.0,1355,1733.0,218.0,0.0,B,0.0,145.0,126.0,110.0,721.0,13.0,0.0,0.0,0.0,205.0,1,2,3,2022,12,30,4,1,0,1
2023-03-02T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1570,PHX,"Phoenix, AZ",SLC,"Salt Lake City, UT",1102,1058.0,-4.0,11.0,1109.0,1226.0,5.0,1250,1231.0,-19.0,0.0,B,0.0,108.0,93.0,77.0,507.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,3,3,2023,11,2,1,1,1,1
2023-01-01T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1980,IND,"Indianapolis, IN",PHX,"Phoenix, AZ",1810,1809.0,-1.0,15.0,1824.0,2034.0,6.0,2010,2040.0,30.0,0.0,B,0.0,240.0,271.0,250.0,1488.0,0.0,0.0,30.0,0.0,0.0,1,6,1,2023,18,10,4,0,1,2
2022-03-18T00:00:00.000000000Z,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,99,ATL,"Atlanta, GA",EWR,"Newark, NJ",954,954.0,0.0,22.0,1016.0,1154.0,9.0,1159,1203.0,4.0,0.0,B,0.0,125.0,129.0,98.0,746.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,4,3,2022,9,54,2,1,1,1
2023-07-20T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,681,MSY,"New Orleans, LA",DCA,"Washington, DC",1630,1653.0,23.0,7.0,1700.0,2013.0,4.0,2000,2017.0,17.0,0.0,B,0.0,150.0,144.0,133.0,969.0,4.0,0.0,0.0,0.0,13.0,1,3,7,2023,16,30,3,0,1,1
2019-11-14T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1699,RSW,"Fort Myers, FL",CVG,"Cincinnati, OH",1645,1728.0,43.0,9.0,1737.0,1928.0,5.0,1905,1933.0,28.0,0.0,B,0.0,140.0,125.0,111.0,879.0,1.0,0.0,0.0,0.0,27.0,1,3,11,2019,16,45,1,0,0,1
2019-03-09T00:00:00.000000000Z,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1478,LAX,"Los Angeles, CA",EWR,"Newark, NJ",1515,1556.0,41.0,17.0,1613.0,2339.0,18.0,2344,2357.0,13.0,0.0,B,0.0,329.0,301.0,266.0,2454.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,3,2019,15,15,0,1,1,3
2020-11-03T00:00:00.000000000Z,Allegiant Air,Allegiant Air: G4,G4,20368,616,CID,"Cedar Rapids/Iowa City, IA",AZA,"Phoenix, AZ",1940,1919.0,-21.0,8.0,1927.0,2114.0,6.0,2152,2120.0,-32.0,0.0,B,0.0,192.0,181.0,167.0,1240.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,1,11,2020,19,40,9,0,0,2
2019-09-19T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2653,LIT,"Little Rock, AR",DAL,"Dallas, TX",1250,1424.0,94.0,25.0,1449.0,1539.0,5.0,1355,1544.0,109.0,0.0,B,0.0,65.0,80.0,50.0,296.0,0.0,0.0,109.0,0.0,0.0,1,3,9,2019,12,50,3,0,1,0
2023-03-18T00:00:00.000000000Z,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2161,EWR,"Newark, NJ",FLL,"Fort Lauderdale, FL",1935,1930.0,-5.0,32.0,2002.0,2238.0,6.0,2243,2244.0,1.0,0.0,B,0.0,188.0,194.0,156.0,1065.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,3,2023,19,35,0,1,1,2
2019-02-06T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,366,LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX",1525,1521.0,-4.0,11.0,1532.0,1951.0,15.0,2028,2006.0,-22.0,0.0,B,0.0,183.0,165.0,139.0,1235.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,2,2,2019,15,25,4,1,1,2
2019-03-16T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4921,HOU,"Houston, TX",DCA,"Washington, DC",1215,1220.0,5.0,13.0,1233.0,1548.0,5.0,1605,1553.0,-12.0,0.0,B,0.0,170.0,153.0,135.0,1218.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,3,2019,12,15,3,0,1,2
2022-05-01T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,981,PHX,"Phoenix, AZ",ONT,"Ontario, CA",1640,1639.0,-1.0,8.0,1647.0,1735.0,3.0,1750,1738.0,-12.0,0.0,B,0.0,70.0,59.0,48.0,325.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,6,5,2022,16,40,3,1,0,0
2023-05-31T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1777,ECP,"Panama City, FL",DFW,"Dallas/Fort Worth, TX",1549,1548.0,-1.0,20.0,1608.0,1745.0,14.0,1808,1759.0,-9.0,0.0,B,0.0,139.0,131.0,97.0,685.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,2,5,2023,15,49,4,0,1,1
2022-12-18T00:00:00.000000000Z,Republic Airline,Republic Airline: YX,YX,20452,4389,ORF,"Norfolk, VA",JFK,"New York, NY",1703,1657.0,-6.0,48.0,1745.0,1834.0,9.0,1829,1843.0,14.0,0.0,B,0.0,86.0,106.0,49.0,290.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,6,12,2022,17,3,5,0,1,0
2022-03-14T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,678,IAH,"Houston, TX",LAX,"Los Angeles, CA",707,715.0,8.0,12.0,727.0,841.0,9.0,855,850.0,-5.0,0.0,B,0.0,228.0,215.0,194.0,1379.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,3,2022,7,7,1,1,1,2
2023-04-17T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2210,IAH,"Houston, TX",MSP,"Minneapolis, MN",1353,1345.0,-8.0,9.0,1354.0,1616.0,6.0,1642,1622.0,-20.0,0.0,B,0.0,169.0,157.0,142.0,1034.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,4,2023,13,53,1,1,1,2
2019-01-22T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1085,JFK,"New York, NY",FLL,"Fort Lauderdale, FL",1937,1945.0,8.0,31.0,2016.0,2246.0,3.0,2258,2249.0,-9.0,0.0,B,0.0,201.0,184.0,150.0,1069.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,1,1,2019,19,37,1,1,1,2
2019-03-24T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,287,SJU,"San Juan, PR",MIA,"Miami, FL",624,615.0,-9.0,15.0,630.0,859.0,7.0,924,906.0,-18.0,0.0,B,0.0,180.0,171.0,149.0,1045.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,6,3,2019,6,24,4,0,1,2
2019-08-06T00:00:00.000000000Z,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2163,SAN,"San Diego, CA",EWR,"Newark, NJ",1230,1459.0,149.0,26.0,1525.0,3.0,8.0,2059,11.0,192.0,0.0,B,0.0,329.0,372.0,338.0,2425.0,0.0,0.0,87.0,0.0,105.0,1,1,8,2019,12,30,0,1,1,3
2022-10-05T00:00:00.000000000Z,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5019,ROC,"Rochester, NY",JFK,"New York, NY",1705,1700.0,-5.0,16.0,1716.0,1822.0,77.0,1837,1939.0,62.0,0.0,B,0.0,92.0,159.0,66.0,264.0,0.0,0.0,62.0,0.0,0.0,1,2,10,2022,17,5,12,0,1,0
2022-06-12T00:00:00.000000000Z,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2247,SFO,"San Francisco, CA",IAD,"Washington, DC",2245,2309.0,24.0,21.0,2330.0,658.0,4.0,700,702.0,2.0,0.0,B,0.0,315.0,293.0,268.0,2419.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,6,6,2022,22,45,0,1,0,3
2023-07-03T00:00:00.000000000Z,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4258,ESC,"Escanaba, MI",DTW,"Detroit, MI",1157,1150.0,-7.0,9.0,1159.0,1252.0,13.0,1312,1305.0,-7.0,0.0,B,0.0,75.0,75.0,53.0,306.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,7,2023,11,57,11,0,1,0
2019-10-25T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1521,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1948,1938.0,-10.0,14.0,1952.0,2134.0,7.0,2200,2141.0,-19.0,0.0,B,0.0,132.0,123.0,102.0,700.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,4,10,2019,19,48,4,0,1,1
2023-05-13T00:00:00.000000000Z,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4957,DFW,"Dallas/Fort Worth, TX",COU,"Columbia, MO",839,832.0,-7.0,25.0,857.0,1006.0,3.0,1027,1009.0,-18.0,0.0,B,0.0,108.0,97.0,69.0,490.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,5,2023,8,39,11,1,0,0
2019-04-09T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2794,DTW,"Detroit, MI",LAX,"Los Angeles, CA",2025,2025.0,0.0,17.0,2042.0,2224.0,8.0,2230,2232.0,2.0,0.0,B,0.0,305.0,307.0,282.0,1979.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,1,4,2019,20,25,1,1,1,3
2023-01-27T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2816,ATL,"Atlanta, GA",OMA,"Omaha, NE",919,915.0,-4.0,15.0,930.0,1037.0,5.0,1054,1042.0,-12.0,0.0,B,0.0,155.0,147.0,127.0,821.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,4,1,2023,9,19,1,1,0,1
2020-01-20T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2172,STL,"St. Louis, MO",PHL,"Philadelphia, PA",900,949.0,49.0,6.0,955.0,1241.0,5.0,1205,1246.0,41.0,0.0,B,0.0,125.0,117.0,106.0,814.0,9.0,0.0,0.0,0.0,32.0,1,0,1,2020,9,0,3,0,1,1
2023-06-16T00:00:00.000000000Z,Envoy Air,Envoy Air: MQ,MQ,20398,3324,ORD,"Chicago, IL",MCI,"Kansas City, MO",1340,1340.0,0.0,13.0,1353.0,1456.0,9.0,1510,1505.0,-5.0,0.0,B,0.0,90.0,85.0,63.0,403.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,4,6,2023,13,40,13,1,0,0
2020-03-18T00:00:00.000000000Z,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2567,ATL,"Atlanta, GA",ICT,"Wichita, KS",1509,1502.0,-7.0,11.0,1513.0,1607.0,5.0,1631,1612.0,-19.0,0.0,B,0.0,142.0,130.0,114.0,782.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,2,3,2020,15,9,1,1,0,1
2019-04-12T00:00:00.000000000Z,Allegiant Air,Allegiant Air: G4,G4,20368,34,LAS,"Las Vegas, NV",RNO,"Reno, NV",810,806.0,-4.0,15.0,821.0,927.0,5.0,932,932.0,0.0,0.0,B,0.0,82.0,86.0,66.0,345.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,4,4,2019,8,10,9,1,0,0
2021-12-06T00:00:00.000000000Z,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1451,ORD,"Chicago, IL",AUS,"Austin, TX",1545,1540.0,-5.0,13.0,1553.0,1816.0,5.0,1840,1821.0,-19.0,0.0,B,0.0,175.0,161.0,143.0,977.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,12,2021,15,45,0,1,1,1
2021-05-11T00:00:00.000000000Z,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5433,ALB,"Albany, NY",DCA,"Washington, DC",1249,1243.0,-6.0,10.0,1253.0,1358.0,5.0,1417,1403.0,-14.0,0.0,B,0.0,88.0,80.0,65.0,318.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,1,5,2021,12,49,8,0,1,0
2020-01-13T00:00:00.000000000Z,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2004,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",2024,2021.0,-3.0,29.0,2050.0,2143.0,7.0,2150,2150.0,0.0,0.0,B,0.0,86.0,89.0,53.0,328.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,0,1,2020,20,24,4,1,0,0
2020-03-28T00:00:00.000000000Z,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,716,OGG,"Kahului, HI",OAK,"Oakland, CA",900,851.0,-9.0,7.0,858.0,1612.0,4.0,1700,1616.0,-44.0,0.0,B,0.0,300.0,265.0,254.0,2349.0,24.75908613,3.985260263,13.16472765,0.145930698,25.47128196,0,5,3,2020,9,0,3,0,0,3
